item_id,p_mean,p_75,p_50,p_25,date,dateStata,dateISO,obs,year,month,quote_date
520215,4.050357,4.59,3.99,2.85,192,01-01-2004,"2004-01-01",107904,2004,1,200401
520215,4.072951,4.93,3.79,2.55,193,01-02-2004,"2004-02-01",103439,2004,2,200402
520215,4.244062,4.72,3.72,2.49,194,01-03-2004,"2004-03-01",105011,2004,3,200403
520215,4.418139,4.99,3.79,2.55,195,01-04-2004,"2004-04-01",105509,2004,4,200404
520215,4.3284,4.69,3.79,2.49,196,01-05-2004,"2004-05-01",107319,2004,5,200405
520215,4.267344,4.85,3.62,2.49,197,01-06-2004,"2004-06-01",107774,2004,6,200406
520215,4.412445,4.69,3.79,2.49,198,01-07-2004,"2004-07-01",106865,2004,7,200407
520215,4.510534,4.75,3.79,2.75,199,01-08-2004,"2004-08-01",105050,2004,8,200408
520215,4.543411,4.59,3.79,2.75,200,01-09-2004,"2004-09-01",104170,2004,9,200409
520215,4.643609,4.99,3.99,2.88,201,01-10-2004,"2004-10-01",105471,2004,10,200410
520215,4.681145,4.99,3.99,2.88,202,01-11-2004,"2004-11-01",106502,2004,11,200411
520215,4.352587,4.5,3.59,2.55,203,01-12-2004,"2004-12-01",106782,2004,12,200412
520215,4.314453,4.75,3.79,2.98,204,01-01-2005,"2005-01-01",103613,2005,1,200501
520215,4.451626,4.75,3.59,2.85,205,01-02-2005,"2005-02-01",108851,2005,2,200502
520215,4.70573,4.69,3.59,2.75,206,01-03-2005,"2005-03-01",109174,2005,3,200503
520215,4.467143,4.99,3.59,2.85,207,01-04-2005,"2005-04-01",112133,2005,4,200504
520215,3.633453,4.5,3.59,2.98,208,01-05-2005,"2005-05-01",111815,2005,5,200505
520215,4.891468,4.99,3.59,2.89,209,01-06-2005,"2005-06-01",114133,2005,6,200506
520215,5.004052,4.99,3.59,2.97,210,01-07-2005,"2005-07-01",112702,2005,7,200507
520215,4.965517,4.69,3.325,2.5,211,01-08-2005,"2005-08-01",111794,2005,8,200508
520215,5.215345,4.69,3.59,2.5,212,01-09-2005,"2005-09-01",111426,2005,9,200509
520215,5.36439,4.85,3.59,2.89,213,01-10-2005,"2005-10-01",108500,2005,10,200510
520215,5.411066,4.95,3.39,2.39,214,01-11-2005,"2005-11-01",104534,2005,11,200511
520215,5.465846,4.49,3.39,2.39,215,01-12-2005,"2005-12-01",109077,2005,12,200512
520215,5.824651,4.95,3.59,2.95,216,01-01-2006,"2006-01-01",104610,2006,1,200601
520215,6.427034,5.05,3.59,2.99,217,01-02-2006,"2006-02-01",100465,2006,2,200602
520215,6.353437,5.02,3.39,2.745,218,01-03-2006,"2006-03-01",103882,2006,3,200603
520215,6.832033,5.05,3.59,2.99,219,01-04-2006,"2006-04-01",107567,2006,4,200604
520215,6.784264,4.99,3.59,2.99,220,01-05-2006,"2006-05-01",109228,2006,5,200605
520215,6.640073,4.99,3.59,2.99,221,01-06-2006,"2006-06-01",110194,2006,6,200606
520215,6.94125,4.99,3.59,2.95,222,01-07-2006,"2006-07-01",107021,2006,7,200607
520215,6.748092,4.95,3.59,2.95,223,01-08-2006,"2006-08-01",105147,2006,8,200608
520215,7.032195,4.99,3.59,2.98,224,01-09-2006,"2006-09-01",105598,2006,9,200609
520215,6.924531,4.99,3.77,2.99,225,01-10-2006,"2006-10-01",106345,2006,10,200610
520215,6.712595,4.99,3.59,2.99,226,01-11-2006,"2006-11-01",107067,2006,11,200611
520215,6.618437,4.99,3.59,2.99,227,01-12-2006,"2006-12-01",107974,2006,12,200612
520215,6.427619,4.99,3.59,2.99,228,01-01-2007,"2007-01-01",94734,2007,1,200701
520215,3.673442,3.99,3.49,2.99,229,01-02-2007,"2007-02-01",94993,2007,2,200702
520215,3.825032,3.99,3.49,2.99,230,01-03-2007,"2007-03-01",99770,2007,3,200703
520215,5.46578,4.99,3.99,3.38,231,01-04-2007,"2007-04-01",101168,2007,4,200704
520215,5.843895,4.85,3.99,3.08,232,01-05-2007,"2007-05-01",102992,2007,5,200705
520215,6.230649,4.99,3.99,3.28,233,01-06-2007,"2007-06-01",104456,2007,6,200706
520215,5.983438,4.9,3.99,3.38,234,01-07-2007,"2007-07-01",103584,2007,7,200707
520215,5.99476,4.99,3.99,3.3,235,01-08-2007,"2007-08-01",103198,2007,8,200708
520215,5.898984,4.99,3.99,3.11,236,01-09-2007,"2007-09-01",103769,2007,9,200709
520215,6.040573,4.99,3.99,3.145,237,01-10-2007,"2007-10-01",105114,2007,10,200710
520215,5.991168,4.99,3.99,3.35,238,01-11-2007,"2007-11-01",107436,2007,11,200711
520215,6.1409,4.95,3.99,3.29,239,01-12-2007,"2007-12-01",107286,2007,12,200712
520215,6.139263,5.15,3.99,3.12,240,01-01-2008,"2008-01-01",102691,2008,1,200801
520215,6.195081,4.99,3.99,3.34,241,01-02-2008,"2008-02-01",100511,2008,2,200802
520215,6.170049,5.05,3.99,3.07,242,01-03-2008,"2008-03-01",105118,2008,3,200803
520215,6.190923,5.15,3.99,3.25,243,01-04-2008,"2008-04-01",99887,2008,4,200804
520215,6.358623,5.02,3.99,3.48,244,01-05-2008,"2008-05-01",100583,2008,5,200805
520215,6.388257,5.05,4.15,3.48,245,01-06-2008,"2008-06-01",101446,2008,6,200806
520215,6.438209,5.46,3.99,3.41,246,01-07-2008,"2008-07-01",102214,2008,7,200807
520215,6.525606,5.46,4.15,3.28,247,01-08-2008,"2008-08-01",102314,2008,8,200808
520215,6.512691,5.15,4.19,3.47,248,01-09-2008,"2008-09-01",102828,2008,9,200809
520215,6.670204,5.05,4.075,3.28,249,01-10-2008,"2008-10-01",103994,2008,10,200810
520215,6.435958,4.98,3.99,3.45,250,01-11-2008,"2008-11-01",104756,2008,11,200811
520215,6.416649,5.26,3.91,3.29,251,01-12-2008,"2008-12-01",101854,2008,12,200812
520215,6.305587,5.32,3.91,3.28,252,01-01-2009,"2009-01-01",98184,2009,1,200901
520215,6.682364,5.15,3.99,3.37,253,01-02-2009,"2009-02-01",91764,2009,2,200902
520215,6.351667,4.88,3.99,3.37,254,01-03-2009,"2009-03-01",97144,2009,3,200903
520215,6.686513,5.32,3.99,3.37,255,01-04-2009,"2009-04-01",99211,2009,4,200904
520215,7.003854,5.345,3.99,3.39,256,01-05-2009,"2009-05-01",100141,2009,5,200905
520215,6.927446,5.37,3.99,3.37,257,01-06-2009,"2009-06-01",99984,2009,6,200906
520215,6.458466,5.15,3.88,3.19,258,01-07-2009,"2009-07-01",100430,2009,7,200907
520215,6.532593,5.15,3.88,3.41,259,01-08-2009,"2009-08-01",101010,2009,8,200908
520215,6.291856,5,3.88,3.29,260,01-09-2009,"2009-09-01",102020,2009,9,200909
520215,6.45206,5.15,3.88,3.22,261,01-10-2009,"2009-10-01",102962,2009,10,200910
520215,6.518232,5.15,3.74,3.29,262,01-11-2009,"2009-11-01",104223,2009,11,200911
520215,6.408342,5,3.74,3.06,263,01-12-2009,"2009-12-01",105319,2009,12,200912
520215,6.564308,5.32,3.9,3.42,264,01-01-2010,"2010-01-01",101545,2010,1,201001
520215,6.577514,5.43,3.94,3,265,01-02-2010,"2010-02-01",97889,2010,2,201002
520215,6.603827,5.15,3.86,3.465,266,01-03-2010,"2010-03-01",102189,2010,3,201003
520215,6.580258,5.44,3.925,2.99,267,01-04-2010,"2010-04-01",104566,2010,4,201004
520215,6.584949,5.435,3.945,3,268,01-05-2010,"2010-05-01",105655,2010,5,201005
520215,6.644691,5.44,3.99,3.48,269,01-06-2010,"2010-06-01",106532,2010,6,201006
520215,6.489137,5.43,3.9,3,270,01-07-2010,"2010-07-01",107229,2010,7,201007
520215,6.646907,5.44,4.19,3.48,271,01-08-2010,"2010-08-01",108091,2010,8,201008
520215,6.587347,4.99,4.19,2.99,272,01-09-2010,"2010-09-01",108500,2010,9,201009
520215,6.625228,4.99,4.49,3.49,273,01-10-2010,"2010-10-01",109466,2010,10,201010
520215,6.635867,4.78,4.19,3.59,274,01-11-2010,"2010-11-01",109784,2010,11,201011
520215,6.465303,4.99,4.06,3,275,01-12-2010,"2010-12-01",110303,2010,12,201012
520215,6.384975,4.99,4.49,3.32,276,01-01-2011,"2011-01-01",107592,2011,1,201101
520215,6.144919,4.87,4.49,3.49,277,01-02-2011,"2011-02-01",107243,2011,2,201102
520215,6.22021,4.99,4.49,3.4,278,01-03-2011,"2011-03-01",111703,2011,3,201103
520215,6.292888,4.99,4.49,3.05,279,01-04-2011,"2011-04-01",110135,2011,4,201104
520215,6.360706,4.84,4.49,3.25,280,01-05-2011,"2011-05-01",110905,2011,5,201105
520215,6.19627,4.7,4.48,3,281,01-06-2011,"2011-06-01",110923,2011,6,201106
520215,6.656559,5,4.5,3.32,282,01-07-2011,"2011-07-01",110938,2011,7,201107
520215,6.583656,4.99,4.5,3.01,283,01-08-2011,"2011-08-01",111624,2011,8,201108
520215,6.854513,5.03,4.5,3.25,284,01-09-2011,"2011-09-01",112468,2011,9,201109
520215,6.84931,5.1,4.59,3.25,285,01-10-2011,"2011-10-01",112689,2011,10,201110
520215,6.783941,5,4.5,3,286,01-11-2011,"2011-11-01",112558,2011,11,201111
520215,6.648878,5.1,4.5,3.2,287,01-12-2011,"2011-12-01",113770,2011,12,201112
520215,6.928341,5.1,4.59,3.2,288,01-01-2012,"2012-01-01",112915,2012,1,201201
520215,7.3395,5.24,4.59,3.595,289,01-02-2012,"2012-02-01",109908,2012,2,201202
520215,7.14782,5.38,4.65,3.79,290,01-03-2012,"2012-03-01",112591,2012,3,201203
520215,7.217736,5.31,4.69,3.79,291,01-04-2012,"2012-04-01",111722,2012,4,201204
520215,7.329619,5.39,4.69,3.79,292,01-05-2012,"2012-05-01",112977,2012,5,201205
520215,7.060236,5.19,4.595,3.54,293,01-06-2012,"2012-06-01",113464,2012,6,201206
520215,7.231353,5.19,4.69,3.79,294,01-07-2012,"2012-07-01",112979,2012,7,201207
520215,7.170667,5.19,4.59,3.6,295,01-08-2012,"2012-08-01",113779,2012,8,201208
520215,7.041854,5.15,4.61,3.69,296,01-09-2012,"2012-09-01",113529,2012,9,201209
520215,7.250096,5.19,4.61,3.79,297,01-10-2012,"2012-10-01",113193,2012,10,201210
520215,7.112927,5.15,4.59,3.79,298,01-11-2012,"2012-11-01",112322,2012,11,201211
520215,6.935147,5.15,4.59,3.52,299,01-12-2012,"2012-12-01",112522,2012,12,201212
520215,7.452463,5.49,4.61,3.79,300,01-01-2013,"2013-01-01",112470,2013,1,201301
520215,7.409482,5.59,4.95,3.75,301,01-02-2013,"2013-02-01",108915,2013,2,201302
520215,7.075606,5.49,4.69,3.69,302,01-03-2013,"2013-03-01",112073,2013,3,201303
520215,7.306683,5.75,4.69,3.79,303,01-04-2013,"2013-04-01",111932,2013,4,201304
520215,7.080446,5.59,4.99,3.59,304,01-05-2013,"2013-05-01",112460,2013,5,201305
520215,7.349447,5.79,4.99,3.79,305,01-06-2013,"2013-06-01",113182,2013,6,201306
520215,6.966583,5.75,4.6,3.75,306,01-07-2013,"2013-07-01",110722,2013,7,201307
520215,7.153284,5.44,4.97,3.735,307,01-08-2013,"2013-08-01",111818,2013,8,201308
520215,7.114058,5.99,4.99,3.5,308,01-09-2013,"2013-09-01",111942,2013,9,201309
520215,6.99299,5.79,4.97,3.79,309,01-10-2013,"2013-10-01",112357,2013,10,201310
520215,6.860829,5,4.61,3.75,310,01-11-2013,"2013-11-01",111887,2013,11,201311
520215,6.662301,5.05,4.95,3.49,311,01-12-2013,"2013-12-01",112786,2013,12,201312
520215,6.68,5.1,4.545,3.75,312,01-01-2014,"2014-01-01",113219,2014,1,201401
520215,6.738031,5.35,4.61,3.32,313,01-02-2014,"2014-02-01",108434,2014,2,201402
520215,6.59935,5.34,4.485,3.32,314,01-03-2014,"2014-03-01",111378,2014,3,201403
520215,6.823719,5.99,4.49,3.32,315,01-04-2014,"2014-04-01",110845,2014,4,201404
520215,6.846479,5.99,4.965,3,316,01-05-2014,"2014-05-01",111915,2014,5,201405
520215,6.857861,5.35,4.61,3,317,01-06-2014,"2014-06-01",112673,2014,6,201406
520215,7.178,5.99,4.98,3.75,318,01-07-2014,"2014-07-01",110263,2014,7,201407
520215,6.843959,5.33,4.95,3,319,01-08-2014,"2014-08-01",111493,2014,8,201408
520215,7.183939,5.99,4.99,3.3,320,01-09-2014,"2014-09-01",111704,2014,9,201409
520215,7.049534,5.5,4.98,3.49,321,01-10-2014,"2014-10-01",111105,2014,10,201410
520215,7.187136,5.5,4.98,3.99,322,01-11-2014,"2014-11-01",111793,2014,11,201411
520215,6.931625,5.05,4.49,3.32,323,01-12-2014,"2014-12-01",111959,2014,12,201412
520215,7.542955,5.99,4.99,3.99,324,01-01-2015,"2015-01-01",112492,2015,1,201501
520215,7.315026,5.35,4.98,3.32,325,01-02-2015,"2015-02-01",110362,2015,2,201502
520215,7.175181,5.5,4.98,3.32,326,01-03-2015,"2015-03-01",113759,2015,3,201503
520215,7.096834,5.5,4.49,2.99,327,01-04-2015,"2015-04-01",115935,2015,4,201504
520215,7.689594,5.99,4.99,3.99,328,01-05-2015,"2015-05-01",116093,2015,5,201505
520215,7.304271,5.5,4.79,3.29,329,01-06-2015,"2015-06-01",116584,2015,6,201506
520215,7.355635,5.29,4.79,3.95,330,01-07-2015,"2015-07-01",114886,2015,7,201507
520215,7.259409,5.5,4.95,3.15,331,01-08-2015,"2015-08-01",115736,2015,8,201508
520215,7.366814,5.99,4.96,3.37,332,01-09-2015,"2015-09-01",115298,2015,9,201509
520215,6.936009,5,4.59,3,333,01-10-2015,"2015-10-01",114195,2015,10,201510
520215,6.942085,5,4.46,2.99,334,01-11-2015,"2015-11-01",114300,2015,11,201511
520215,6.693756,4.99,4,2.5,335,01-12-2015,"2015-12-01",114817,2015,12,201512
520215,7.761058,5.995,4.99,3.99,336,01-01-2016,"2016-01-01",115217,2016,1,201601
520215,7.427563,5,4.5,3,337,01-02-2016,"2016-02-01",111438,2016,2,201602
520215,7.339801,5.14,4.59,2.99,338,01-03-2016,"2016-03-01",114522,2016,3,201603
520215,7.441073,5.5,4.5,2.99,339,01-04-2016,"2016-04-01",116360,2016,4,201604
520215,7.56699,5.6,4.79,3.95,340,01-05-2016,"2016-05-01",116741,2016,5,201605
520215,7.245385,5.5,4.61,2.5,341,01-06-2016,"2016-06-01",114788,2016,6,201606
520215,7.508122,5.29,4.79,3,342,01-07-2016,"2016-07-01",115033,2016,7,201607
520215,7.385693,5.5,4.545,2.99,343,01-08-2016,"2016-08-01",113719,2016,8,201608
520215,7.646421,5.55,4.87,3.325,344,01-09-2016,"2016-09-01",114318,2016,9,201609
520215,7.435598,5.5,4.79,2.99,345,01-10-2016,"2016-10-01",114629,2016,10,201610
520215,7.480191,5,4.59,2.99,346,01-11-2016,"2016-11-01",114503,2016,11,201611
520215,7.446298,5.29,4.6,3,347,01-12-2016,"2016-12-01",115774,2016,12,201612
520215,8.080094,8,4.79,3.25,348,01-01-2017,"2017-01-01",115625,2017,1,201701
520215,8.986428,5.66,4.59,3.495,349,01-02-2017,"2017-02-01",114063,2017,2,201702
520215,8.745914,5.55,4.79,3.99,350,01-03-2017,"2017-03-01",115516,2017,3,201703
520215,8.720931,7.995,4.49,2.99,351,01-04-2017,"2017-04-01",116889,2017,4,201704
520215,9.209265,6,4.79,3.99,352,01-05-2017,"2017-05-01",117233,2017,5,201705
520215,8.661111,5.66,4.5,2.99,353,01-06-2017,"2017-06-01",117390,2017,6,201706
520215,8.729953,5.66,4.49,2.99,354,01-07-2017,"2017-07-01",117692,2017,7,201707
520215,8.984952,6.81,4.5,2.59,355,01-08-2017,"2017-08-01",117018,2017,8,201708
520215,9.303137,9.99,4.5,3.24,356,01-09-2017,"2017-09-01",117013,2017,9,201709
520215,8.955481,6,4.89,3.495,357,01-10-2017,"2017-10-01",116488,2017,10,201710
520215,9.027513,6,4.5,2.89,358,01-11-2017,"2017-11-01",116285,2017,11,201711
520215,8.865735,5.5,4.5,2.99,359,01-12-2017,"2017-12-01",117146,2017,12,201712
520215,9.8026,9.99,4.94,3.495,360,01-01-2018,"2018-01-01",116458,2018,1,201801
520215,10.19156,6.185,4.5,3,361,01-02-2018,"2018-02-01",122581,2018,2,201802
520215,9.811891,6,4.5,2.99,362,01-03-2018,"2018-03-01",125211,2018,3,201803
520215,9.824106,6,4.5,3,363,01-04-2018,"2018-04-01",126219,2018,4,201804
520215,10.252,6.99,4.5,3.99,364,01-05-2018,"2018-05-01",126941,2018,5,201805
520215,10.05083,7.25,4.5,3,365,01-06-2018,"2018-06-01",126695,2018,6,201806
520215,9.363649,5.35,4.39,2.99,366,01-07-2018,"2018-07-01",124520,2018,7,201807
520215,9.78699,6,4.5,3,367,01-08-2018,"2018-08-01",124079,2018,8,201808
520215,10.037,6.495,4.5,3,368,01-09-2018,"2018-09-01",124265,2018,9,201809
520215,9.676856,5.49,4.5,3,369,01-10-2018,"2018-10-01",124191,2018,10,201810
520215,10.62798,9.99,4.99,3,370,01-11-2018,"2018-11-01",123289,2018,11,201811
520215,8.909487,5.29,4.39,3,371,01-12-2018,"2018-12-01",125381,2018,12,201812
520215,9.235792,6.99,4.5,3,372,01-01-2019,"2019-01-01",125531,2019,1,201901
520215,9.868419,6.175,4.77,3,373,01-02-2019,"2019-02-01",124018,2019,2,201902
520215,9.581194,6.5,4.89,3,374,01-03-2019,"2019-03-01",127885,2019,3,201903
520215,9.300096,5.99,4.5,2.99,375,01-04-2019,"2019-04-01",128853,2019,4,201904
520215,10.0344,9.99,4.75,2.95,376,01-05-2019,"2019-05-01",128682,2019,5,201905
520215,9.720243,9,4.545,2.89,377,01-06-2019,"2019-06-01",129075,2019,6,201906
520215,10.30718,9.99,4.99,3,378,01-07-2019,"2019-07-01",128486,2019,7,201907
520215,9.967882,9.99,4.5,3,379,01-08-2019,"2019-08-01",127479,2019,8,201908
520215,10.25663,8.19,4.99,3,380,01-09-2019,"2019-09-01",127702,2019,9,201909
520215,10.22412,6.99,4.99,3.39,381,01-10-2019,"2019-10-01",127514,2019,10,201910
520215,10.14399,8.594999,5,2.595,382,01-11-2019,"2019-11-01",127910,2019,11,201911
520215,9.366225,6.19,4.845,3,383,01-12-2019,"2019-12-01",127767,2019,12,201912
520215,9.927882,7.95,4.8,3,384,01-01-2020,"2020-01-01",127661,2020,1,202001
520215,9.127059,6,4.39,3,385,01-02-2020,"2020-02-01",126570,2020,2,202002
520215,9.850715,6.99,4.74,3,386,01-03-2020,"2020-03-01",118933,2020,3,202003
520215,8.012041,6,4.39,2.75,387,01-04-2020,"2020-04-01",74251,2020,4,202004
520215,8.902876,6,4.5,2.79,388,01-05-2020,"2020-05-01",85259,2020,5,202005
520215,9.378467,6.19,4.5,3,389,01-06-2020,"2020-06-01",94010,2020,6,202006
520215,9.6828,10,5,3,390,01-07-2020,"2020-07-01",102371,2020,7,202007
520215,8.749682,6,4.39,3,391,01-08-2020,"2020-08-01",112987,2020,8,202008
520215,8.440695,6,4.5,3,392,01-09-2020,"2020-09-01",116062,2020,9,202009
520215,9.087958,6.99,4.5,2.99,393,01-10-2020,"2020-10-01",116826,2020,10,202010
520215,8.411111,6.49,4.5,3,394,01-11-2020,"2020-11-01",82553,2020,11,202011
520215,8.473886,6,4.49,3,395,01-12-2020,"2020-12-01",94790,2020,12,202012
520215,8.875057,9.99,4.8,2.15,396,01-01-2021,"2021-01-01",94079,2021,1,202101
520215,9.561198,6.99,4.89,3.37,397,01-02-2021,"2021-02-01",98049,2021,2,202102
520215,9.452784,11.95,5,3,398,01-03-2021,"2021-03-01",100972,2021,3,202103
520215,7.64413,6,4.5,2.995,399,01-04-2021,"2021-04-01",102092,2021,4,202104
520215,8.203736,6.99,4.5,3,400,01-05-2021,"2021-05-01",95210,2021,5,202105
520215,7.907938,6,4.24,2.99,401,01-06-2021,"2021-06-01",109408,2021,6,202106
520215,7.794718,6.19,4.39,3,402,01-07-2021,"2021-07-01",122056,2021,7,202107
520215,7.34298,6,4,2.69,403,01-08-2021,"2021-08-01",123477,2021,8,202108
520215,7.73151,6,4,2.99,404,01-09-2021,"2021-09-01",122686,2021,9,202109
520215,7.895107,6.99,4.5,3,405,01-10-2021,"2021-10-01",123103,2021,10,202110
520215,8.133093,6.99,4.095,3,406,01-11-2021,"2021-11-01",123532,2021,11,202111
520215,7.619263,6,4.5,3,407,01-12-2021,"2021-12-01",123086,2021,12,202112
520215,7.880635,6.99,4.39,2.3,408,01-01-2022,"2022-01-01",123655,2022,1,202201
520215,7.708035,6.365,4.25,2.995,409,01-02-2022,"2022-02-01",121928,2022,2,202202
520215,7.868361,6.5,4.5,3,410,01-03-2022,"2022-03-01",125713,2022,3,202203
520215,8.116943,6.99,4.89,3,411,01-04-2022,"2022-04-01",127157,2022,4,202204
520215,8.182963,6.99,4.25,3,412,01-05-2022,"2022-05-01",127155,2022,5,202205
520215,7.450737,6.25,4.495,2.3,413,01-06-2022,"2022-06-01",127526,2022,6,202206
520215,7.90738,6.99,4.5,3.49,414,01-07-2022,"2022-07-01",127040,2022,7,202207
520215,9.276124,9.99,5.25,3.5,415,01-08-2022,"2022-08-01",125392,2022,8,202208
520215,9.539282,7.49,5.25,3.49,416,01-09-2022,"2022-09-01",125502,2022,9,202209
520215,9.763621,10.99,5.25,3.65,417,01-10-2022,"2022-10-01",125741,2022,10,202210
